,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
234,39058,"Sack, Gustav_Pro domo_1900","Sack, Gustav",Pro domo,1900,"Ihr wollt mich nicht? Ihr werdet mich schon wollen und euch nach meiner Zauberpfeife tollen so leicht, als ob ihr ihren Klang verstündet, ihr werdet schrein, ihr hättet sie ergründet, bis ihr sie nächstens selbst zu blasen prahlt; ihr affenelendes Geschlecht, es malt auf eure niedre Stirne tintendick und gänzlich unverkennbar die Natur der unheilbaren Dummheit Signatur –",65,Jahrhundertwende,Expressionismus
900,12738,"Lichtenstein, Alfred_Der Türke_1911","Lichtenstein, Alfred",Der Türke,1911,"Ein ganz und gar perverser Türke kaufte sich Aus Trauer über den erst jüngst erfolgten Tod Der fetten Fatme, seines Lieblingsweibes, Bei seinem Mädchenhändler zwei noch ziemlich gut erhaltne – Man kann fast sagen: beinah nagelneue – Und eben frisch aus Frankreich importierte, Ehemalge Mannequins. Als er sie hatte, sang er, sich zur Feier:Setzt euch doch auf meine Schenkel. Fasset mich um meine Lenden. Streichelt mit den süßen Zungen Mir die weinerlichen Wangen. Ach, ihr habt so schön geschmückte Augen und so helle Hände, Müdeste von meinen Frauen, Und so lange, laue Beine. Morgen kauf ich sechs Paar neue Strümpfe euch aus dünnster Seide Und dazu ganz kleine schwarze Sammetschuhchen. Und am Abend sollt ihr tanzen Ganz verlogne, weiche Tänze In den kleinen Sammetschuhchen Und den neuen seidnen Strümpfen. In dem Garten. Vor der Sonne. Dicht am Wasser. Doch zur Nacht laß ich euch peitschen Von vier lächelnden Eunuchen.",173,Expressionismus,Expressionismus
372,26118,Klabund_Schlaflose Nacht_1909,Klabund,Schlaflose Nacht,1909,"Übermüdet, schlaflos lieg ich in den Decken, Schon malt der junge Tag lichtgraue Flecken Auf Ofen, Stuhl und Lampenknauf. Das Fenster steht sperrangelauf. Ein Hund läuft über den Asphalt, sein Halsband klappert. Es tickt wo eine Uhr. Der Bäckerjunge tappert Und schleppt im Sack Verschlafenheit und Bemme. Von nebenan schwirrt, summt aus der Kaschemme Ein trübes Lied auf trübgestimmter Zither. Die Zunge jappt im Gaumen rauh und bitter, Ich hole dürstend Glas mir und Karaffe – Da ist die Sonne jenseit aufgetaucht, Von rosagelbem Wolkendampf umraucht, Und formt im Glase eine Goldagraffe, Als wolle sie die letzten grauen Schlangen Der Nacht mit einer goldnen Schlinge fangen.",122,Jahrhundertwende,Expressionismus
801,44981,"Heym, Georg_Der Nebelstädte winzige Wintersonne_1899","Heym, Georg",Der Nebelstädte winzige Wintersonne,1899,"Der Nebelstädte Winzige Wintersonne Leuchtet mir mitten ins gläserne Herz. Das ist voll vertrockneter Blumen Gleich einem gestorbenen Garten.[Alles, was ehe war, Ist hinter den Mauern des Schlafes Schon zur Ruhe gebracht. Viele Winde der sausenden Straßen Haben inzwischen auf frierenden Köpfen Ein Wind-Spiel gemacht.]Wohl war in Dämmerung noch Blutiger Wolken Kampf Und der sterbenden Städte Schultern zuckten im Krampf. Wir aber gingen von dannen ‹Zerrissen uns mit einem Mal,› Dumpf scholl ein Zungen-Gestreite In Finsternis – Unrat – siebenfarbiger Qual.Doch niemand rühret das starre Gestern noch mit der Hand Da der rostige Mond Kollerte unter den [Rand] Zu wolkiger Wolken Geknarre.",118,Jahrhundertwende,Expressionismus
275,41330,"Trakl, Georg_Menschheit_1900","Trakl, Georg",Menschheit,1900,"Menschheit vor Feuerschlünden aufgestellt, Ein Trommelwirbel, dunkler Krieger Stirnen, Schritte durch Blutnebel; schwarzes Eisen schellt, Verzweiflung, Nacht in traurigen Gehirnen: Hier Evas Schatten, Jagd und rotes Geld. Gewölk, das Licht durchbricht, das Abendmahl. Es wohnt in Brot und Wein ein sanftes Schweigen Und jene sind versammelt zwölf an Zahl. Nachts schrein im Schlaf sie unter Ölbaumzweigen; Sankt Thomas taucht die Hand ins Wundenmal.",78,Jahrhundertwende,Expressionismus
215,43992,"Stramm, August_Verzweifelt_1894","Stramm, August",Verzweifelt,1894,Droben schmettert ein greller Stein Nacht grant Glas Die Zeiten stehn Ich Steine. Weit Glast Du!,18,Jahrhundertwende,Expressionismus
456,26258,Klabund_Abend in Locarno_1909,Klabund,Abend in Locarno,1909,"Auf schwarzem Hut die rötliche Kokarde Mein wildes Mädchen flattert zu Revolten. Um ihre Lippen stürmt der Duft der Narde. Die Füsse stampften und die Brüste rollten.Wirf deiner Arme mondenen Sichellasso Um meinen Nacken, dass ich stiergleich falle, Morddurstige Madonna du del Sasso, Und löse deines Gürtels Felsenschnalle.Die Wolken steigen, tulpenrote Putten, Auf grünen Leitern in die blauen Schwaden, Indess die Menschen: Mönche braun in Kutten: Sich in die Särge deiner Seufzer laden.",84,Jahrhundertwende,Expressionismus
392,10165,"Weissmann, Maria Luise_Robinson tanzt_1914","Weissmann, Maria Luise",Robinson tanzt,1914,"Heut aber grüß ich dich, o Gott, im Brand Des frühen Morgens, da ich mich befreit Aufschwang im Tanz wie eine Welt, verwandt Dir Gleichgewicht; da, ein vermorschtes Kleid, Hinsanken Trauer, Lust. Nichts war, das blieb Aus dem gebundnen Sein; wie fiel Gewicht Von Arm und Fuß: ein leerer Raum, so trieb Ich hin im Raum, ins Leere, es durchbricht Mich Luft, mich Licht, mich ungeheurer Glanz, In den ich barst, Gott; bin ich, bin ich nicht?!",100,Expressionismus,Expressionismus
363,44010,"Stramm, August_Die Menschheit_1894","Stramm, August",Die Menschheit,1894,Tränen kreist der Raum! Tränen Tränen Dunkle Tränen Goldne Tränen Lichte Tränen Wellen krieseln Glasten stumpfen Tränen Tränen Tränen Funken Springen auf und quirlen Quirlen quirlen Wirbeln glitzen Wirbeln sinken Wirbeln springen Zeugen Neu und neu und neu Vertausendfacht Zermilliont Im Licht! Tränen Tränen Tränen Funken Augen schimmern Augen Augen Nebeln schweben Tauchen blinzeln Saugen Schwere schwere Blinde Tief Hinunter In die Nächte Reißen Schaun! Schatten dampfen Weiche blasse Fließen fließen Wallen wogen Hart und härter Runden Formen Ungetüme Ungestüme Ungefüge Leiber Leiber Walzen wälzen Stalten sondern Einen fliehen Zeugen schwellen Tummeln starren Fliegen stürzen Stürzen stürzen Stürzen stürzen In Den Schrei! Mäuler Gähnen Gähnen klappen Klappen schnappen Schnappen Laute Laute Laute Schüttern Ohren Horchen Horchen Schärfen Horchen Schwingen Schreie Töne Töne Rufe Rufe Klappen Klarren Klirren Klingen Surren Summen Brummen Schnurren Gurren Gnurren Gurgeln Grurgeln Pstn Pstn Hsstn Hsstn Rurren Rurren Rurren Rurren Sammeln Sammeln Sammeln Stammeln Worte Worte Worte Wort Das Wort! Worte Worte Worte Worte Binden Schauen Fühlen Tasten Bauen Worte Worte Worte Sinnen Schrecken Grausen Furcht Bringen Hilfe Stütze Nahrung Schlingen Bänder Fesseln Ketten Schüttern Freuen Fluchen Weh Bilden Bilder Bilder Formen Wecken nähren Nähren mehren Stützen gängeln Lehren Stehen Lehren lehren Aufrecht stehn Den Menschengeist! Taumeln Taumeln Irren Wirren Wippeln Kanten Fallen Heben Tappen Halten Zagen Leben Gehen Vorwärts rückwärts Seitwärts seitwärts Aufwärts Abwärts Tasten Schwanken In das Dunkel Bauet Krücken Krücken Krücken Brücken Brücken Wahne Wahne Wahne Tiefen Wahne Höhen Wahne Schrecken Wahne Hoffen Wahne Strafen Wahne Löhne Aus Dem Eigenen Blute Blute Stückt den Raum In Wahne Wahne Reißet aus dem Raum Das Ich! Reißt aus Ich Das Um ihn Um ihn Reißt Das Um ihn Um ihn Reißt Sich Selber Selber Selber Reißt Die Formen Reckt Die Formen Reckt Das Um ihn Reckt Das Um sich Reckt Sich Selber Selber Selber Reckt Die Hand! Hände Kampfen Krampfen kämpfen Bluten Beten Holen Leben Schmettern würgen Morden morden Streicheln schmeicheln Rächen rächen Hüten wehren Treiben stoßen Jagen Füße Über Felder Felder Felder Wüsten Wälder Spreiten Schenkel Schmettern Hirne Stopfen Mäuler Sticken Worte Würgen Leiber Trümmern Formen Wehren Schatten Pressen Tränen Tränen Tränen Schwarze Tränen Tränen Tränen Blutige Tränen Tränen Tränen Greuel Greuel Unerhörte Greuel Ziehen Ziehen wachsen Wachsen deihen Reifen reifen Reifen Früchte Stählen Kräfte Spannen Zeit Spannen Zeit Spannen Zeit Spannen Zeit Die wesensbare Spannen Zeit Die grauenbäre Spannen Zeit Die fassenstrotze Spannen Zeit In Feste Schirre Ungeheure Winzge Schirre Knechten Zeit In Starre Masse Knechten Zeit Um Sterne Sterne Knechten Sterne Aus dem Raume Sterne Sterne Sterne Sterne Krammen Sterne In Die Arme Sterne Welten Welten Und Umpranken Ihr Geheimnis Ihr Geheimnis Ihr Geheimnis Grauenrund Und Richtespurvag Raum und Raum Und Raum und Raum Raum und Raum Ringsum um um Höhe Tiefe Länge Breite Raum Nur Raum Nur Raum nur Raum Schwingen Rasen Rasen Schwingen Um Im Raum Im Raum Im Raume Klammern Krallen Feste fester Zittern Beben Klammern Krallen Aneinander Durcheinander Oben unten Unten oben Raum und Schwingen Raum und Wirbeln Schwingen Prellen Prellen Schleudern Klammern Klammern Klammern Klammern Menschen Menschen Menschen Menschen Über Menschen Knochen Knochen Über Knochen Beine Beine Köpfe Köpfe Hände Hände Hirne Hirne Herzen Herzen Leiber Leiber Dicht gedrängt Gehäuft gemasset Wirr verschlungen Hinter Zeichen Fahnen Fahnen Trommelnd brechend Fluchend betend Mordend sengend Heilend lindernd Tröstend löschend Mütter Kinder Väter Gatten Freunde Fremde Feinde Brüder Schwestern Huren Bräute Krieger Mörder Beter Fallen fallen Schichten Wege Fallen fallen Schütten Wege Fallen fallen Wege Wege Wegeschotter Wege Wege Neue Wege Wege Wege Durch das Elend Durch das Grausen Durch das Leiden Durch den Atem Voll von Keimen Durch den Atem Voll von Toden Durch den Atem Voll von Leben Durch die Tränen Tränen Tränen Durch Die Nächte Nächte Nächte Voran Voran Hoch die Zeichen Voran Voran Schauer Zucken Voran Voran Schrei und Täuben Voran Voran In die Gähne Voran Voran In die Leere Voran Voran In die Wiege Voran Voran In die Gruft Kreis im Kreise Kreis im Kreise Voran Voran In den Anfang Voran Voran In das Ende Voran Voran In den Abgrund Voran Voran In die Höhe Voran Voran In das Sterben Voran Voran In das Werden Kreis im Kreise In das Werden Kreis im Kreise In das Werden In Das Werden Werden Werden In Das Kreisen Kreisen Kreisen In Die Tränen Tränen Tränen In die Tränen In den Raum In den Raum In den Raum!,728,Jahrhundertwende,Expressionismus
168,26114,Klabund_Wikinger_1909,Klabund,Wikinger,1909,"Wir sind von einem fernen Nord geschwommen Wie wilde Schwäne, südige Welt zu sehn, Und sind zu Menschen gekommen, An deren Schritten keine Flügel wehn.Ihre Füße sind plump, ihre Haare sind schwarz, Ihre Weiber sind dick wie Walrosse. Wir schenken sie unserm Trosse. Wir sind Bäume. Aus unsern blonden Bärten tropft Harz.Wir schlingen die Möwe roh in unsern Rachen. Unsere Drachen- Schiffe Und wir Haben scharfen Zahn. Wir hacken ihn ohne List und Kniffe In feindlich Mensch und Tier. Und in unsrer Gattin Galan.Aber wenn wir an dem neuen Strande zechen Und den Fraun im Spaß die Schenkel brechen – Algenmoosumkränzt, Sklaven sind die Sassen, wir sind Lorde: Rauschts in unsern Augen blaue Fjorde, Die das Nordlicht rosa überglänzt.",135,Jahrhundertwende,Expressionismus
873,12732,"Lichtenstein, Alfred_Der Lackschuh_1911","Lichtenstein, Alfred",Der Lackschuh,1911,"Der Dichter dachte: Ach was, ich hab den Plunder satt! Die Dirnen, das Theater und den Stadtmond, Die Oberhemden, Straßen und Gerüche, Die Nächte und die Kutscher und die Fenster, Das Lachen, die Laternen und die Morde – Den ganzen Dreck hab ich nun wirklich satt, Beim Teufel! Mag werden, was da will ... mir ist es gleich: Der Lackschuh drückt mich. Und ich zieh ihn aus –Die Leute mögen sich verwundert wenden. Nur schade ists um meinen seidnen Strumpf ...",96,Expressionismus,Expressionismus
620,44009,"Stramm, August_Erinnerung_1894","Stramm, August",Erinnerung,1894,Welten schweigen aus mir raus Welten Welten Schwarz und fahl und licht! Licht im Licht! Glühen Flackern Lodern Weben Schweben Leben Nahen Schreiten Schreiten All die weh verklungenen Wünsche All die harb zerrungenen Tränen All die barsch verlachten Ängste All die kalt erstickten Gluten Durch den Siedstrom meines Blutes Durch das Brennen meiner Sehnen Durch die Lohe der Gedanken Stürmen stürmen Bogen bahnen Regen wegen Dir Den Weg Den Weg Den Weg Zu mir! Dir Den Weg Den ichumbrausten Dir Den Weg Den duumträumten Dir Den Weg Den flammzerrissenen Dir Den Weg Den unbegangenen Nie Gefundenen Weg Zu Mir!,103,Jahrhundertwende,Expressionismus
942,43989,"Stramm, August_Erhört_1894","Stramm, August",Erhört,1894,Das Hauchen weht Und Wirft die Widerstände Das Wehen bebt Und Schüttelt Halt zu Boden Das Hauchen braust Und Wirrt die wühle Tiefe Das Brausen schwirrt Und Schluchzt das Herzblut auf. Das Hauchen stürmt Und Reißt die Zeit in Ewig Das Stürmen stürzt Und Wirbelt in das Nichtsein! Du Haucht Das Du! Und Hauchen Hauchen Hauchen Stürmet Du!,62,Jahrhundertwende,Expressionismus
785,43994,"Stramm, August_Heimlichkeit_1894","Stramm, August",Heimlichkeit,1894,Das Horchen spricht Gluten klammen Schauer schielen Blut seufzt auf Dein Knie lehnt still Die heißen Ströme Brausen Heiß Zu Meere Und Unsere Seelen Rauschen Ein In Sich.,29,Jahrhundertwende,Expressionismus
162,50271,"Ball, Hugo_Der Pasquillant_1906","Ball, Hugo",Der Pasquillant,1906,"Auch konnt es unserm Scharfsinn nicht entgehen, Daß ein Herr Geist uns zu bemäkeln pflegt, Indem er ein Pasquill zusammenträgt, Das ihm die Winde um die Ohren säen.Bald kritzelt er, bald hüpft er aufgeregt Um uns herum, dann bleibt er zuckend stehen Und reckt den Schwartenhals, um zu erspähen, Was sich in unserm Kabinett bewegt.Den Bleistiftstummel hat er ganz zerbissen, Die Drillichnaht ist hinten aufgeschlissen, Doch dünkt er sich ein Diplomatenjäger.De fakto dient bewußter Schlingenleger Dem Kastellan als Flur- und Straßenfeger Und hat das Recht die Kübel auszugießen.",98,Jahrhundertwende,Expressionismus
822,41389,"Trakl, Georg_Anif_1900","Trakl, Georg",Anif,1900,"Erinnerung: Möven, gleitend über den dunklen Himmel Männlicher Schwermut. Stille wohnst du im Schatten der herbstlichen Esche, Versunken in des Hügels gerechtes Maß;Immer gehst du den grünen Fluß hinab, Wenn es Abend geworden, Tönende Liebe; friedlich begegnet das dunkle Wild,Ein rosiger Mensch. Trunken von bläulicher Witterung Rührt die Stirne das sterbende Laub Und denkt das ernste Antlitz der Mutter; O, wie alles ins Dunkel hinsinkt;Die gestrengen Zimmer und das alte Gerät Der Väter. Dieses erschüttert die Brust des Fremdlings. O, ihr Zeichen und Sterne.Groß ist die Schuld des Geborenen. Weh, ihr goldenen Schauer Des Todes, Da die Seele kühlere Blüten träumt.Immer schreit im kahlen Gezweig der nächtliche Vogel Über des Mondenen Schritt, Tönt ein eisiger Wind an den Mauern des Dorfs.",145,Jahrhundertwende,Expressionismus
730,26373,Klabund_Winterschlaf_1909,Klabund,Winterschlaf,1909,"Indem man sich nunmehr zum Winter wendet, Hat es der Dichter schwer, Der Sommer ist geendet, Und eine Blume wächst nicht mehr.Was soll man da besingen? Die meisten Requisiten sind vereist. Man muß schon in die eigene Seele dringen – Jedoch, da haperts meist.Man sitzt besorgt auf seinen Hintern, Man sinnt und sitzt sich seine Hose durch, – Da hilft das eben nichts, da muß man eben überwintern Wie Frosch und Lurch.",82,Jahrhundertwende,Expressionismus
571,41307,"Trakl, Georg_Melancholie des Abends_1900","Trakl, Georg",Melancholie des Abends,1900,"– Der Wald, der sich verstorben breitet – Und Schatten sind um ihn, wie Hecken. Das Wild kommt zitternd aus Verstecken, Indes ein Bach ganz leise gleitetUnd Farnen folgt und alten Steinen Und silbern glänzt aus Laubgewinden. Man hört ihn bald in schwarzen Schlünden – Vielleicht, daß auch schon Sterne scheinen.Der dunkle Plan scheint ohne Maßen, Verstreute Dörfer, Sumpf und Weiher, Und etwas täuscht dir vor ein Feuer. Ein kalter Glanz huscht über Straßen.Am Himmel ahnet man Bewegung, Ein Heer von wilden Vögeln wandern Nach jenen Ländern, schönen, andern. Es steigt und sinkt des Rohres Regung.",111,Jahrhundertwende,Expressionismus
962,44031,"Stramm, August_Urtod_1894","Stramm, August",Urtod,1894,Raum Zeit Raum Wegen Regen Richten Raum Zeit Raum Dehnen Einen Mehren Raum Zeit Raum Kehren Wehren Recken Raum Zeit Raum Ringen Werfen Würgen Raum Zeit Raum Fallen Sinken Stürzen Raum Zeit Raum Wirbeln Raum Zeit Raum Wirren Raum Zeit Raum Flirren Raum Zeit Raum Irren Nichts.,48,Jahrhundertwende,Expressionismus
199,16666,"Engelke, Gerrit_UNTITLED_1913","Engelke, Gerrit",UNTITLED,1913,"Verstreute Menschen gehen Im feuchten Regenwehen, Vorstadtgärten rauschen, Wolken sinken, bauschen Sich. Ein Karren rollt am Zaune hin – Ich kann nicht anders: ich muß sehen, muß lauschen, Ich weiß nicht, wie ich bin In diesem Allen –Mein Gott, du flutest mit dem Wehen in mein Ohr, Du lachst im Trällern der Kinder da am Gartentor – Du willst dies Leben: diese Bilder, dieses Rauschen In mich für meine Seele tauschen! So ström' ich mit dem Orgeln dieser Landschaft hin – So kann ich nicht anders: ich muß mich berauschen, Daß ich nicht weiß, wie ich bin In diesem Allen.",118,Expressionismus,Expressionismus
458,26130,Klabund_Nebel_1909,Klabund,Nebel,1909,"Der Nebel hängt um Mensch und Dinge Die Schleier der Verdrossenheit. Ein jeder läuft im eignen Ringe, Weiß keinen Freund sich zum Geleit,Führt sich behutsam wie ein Kind, Das furchtsam in das Dunkel weint, Und dem der Wind, Der in den Telegraphenstangen greint, Der Seufzer eines bösen Gottes scheint.",58,Jahrhundertwende,Expressionismus
439,26341,Klabund_Im Obdachlosenasyl_1909,Klabund,Im Obdachlosenasyl,1909,"Ich war'n junges Ding, Man immer frisch und flink, Da kam von Borsig einer, Der hatte Zaster und Grips. So hübsch wie er war keiner Mit seinem roten Schlips. Er kaufte mir 'nen neuen Hut, Wer weiß, wie Liebe tut. Berlin, o wie süß Ist dein Paradies. Unsere Vaterstadt Schneidige Mädchen hat. Schwamm drüber. Tralala.Ich immer mit'n mit. Da ging der Kerl verschütt. Als ich im achten schwanger, Des Nachts bei Wind und Sturm, Schleppt ich mich auf'n Anger, Vergrub das arme Wurm. Es schrie mein Herz, es brannte mein Blut, Wer weiß, wie Liebe tut. Berlin, o wie süß Ist dein Paradies, Unsere Vaterstadt Schneidige Mädchen hat, Schwamm drüber. Tralala.Jetzt schieb ich auf'n Strich. Ich hanen Ludewich. In einem grünen Wagen Des Nachts um halber zwee, Da ham sie mich gefahren In die Charité. Verwest mein Herz, verfault mein Blut, Wer weiß, wie Liebe tut. Berlin, o wie süß Ist dein Paradies. Unsere Vaterstadt Schneidige Mädchen hat, Schwamm drüber. Tralala.Krank bin ich allemal. Es ist mir allens ejal. Der Weinstock, der trägt Reben, Und kommt 'n junger Mann, Ich schenk' ihm was für's Leben, Daß er an mich denken kann. Quecksilber und Absud, Wer weiß, wie Liebe tut. Berlin, o wie süß Ist dein Paradies. Unsere Vaterstadt Schneidige Mädchen hat. Schwamm drüber. Tralala.",279,Jahrhundertwende,Expressionismus
